filename,class,xmin,ymin,xmax,ymax,width,height
0096bcca-c2027ec4.jpg,car,757.768659,410.835487,839.788854,470.820406,1280,720
0096bcca-c2027ec4.jpg,car,805.511758,422.587642,927.929957,493.590198,1280,720
0096bcca-c2027ec4.jpg,traffic sign,511.708077,403.980061,525.174078,414.997699,1280,720
0096bcca-c2027ec4.jpg,traffic sign,668.403373,405.204244,678.196828,417.446065,1280,720
0096bcca-c2027ec4.jpg,traffic light,14.690184,90.834305,37.949642,128.845155,1280,720
0096bcca-c2027ec4.jpg,traffic light,48.96728,70.084421,82.020194,108.034062,1280,720
0096bcca-c2027ec4.jpg,traffic light,0.816118,55.08819,16.730484,94.262015,1280,720
0096bcca-c2027ec4.jpg,traffic light,1141.427328,347.667688,1173.25606,372.151328,1280,720
0096bcca-c2027ec4.jpg,traffic light,1185.366341,350.618886,1205.330405,371.830705,1280,720
0096bcca-c2027ec4.jpg,car,539.029746,415.814035,567.728089,435.778099,1280,720
010fc651-19922861.jpg,traffic light,323.049631,69.428603,339.580252,116.81638,1280,720
010fc651-19922861.jpg,traffic light,568.804843,36.367363,587.539546,83.75514,1280,720
010fc651-19922861.jpg,traffic light,787.009022,84.857181,809.04985,138.857205,1280,720
010fc651-19922861.jpg,traffic light,588.641587,37.469406,606.274249,90.36739,1280,720
010fc651-19922861.jpg,traffic light,19.988271,113.510255,36.518892,145.469453,1280,720
010fc651-19922861.jpg,car,0.151527,239.804188,218.355707,505.396144,1280,720
010fc651-19922861.jpg,person,155.539352,223.714386,241.498573,380.204252,1280,720
010fc651-19922861.jpg,traffic sign,239.457833,62.029181,270.314991,145.784321,1280,720
010fc651-19922861.jpg,car,28.804601,235.836841,165.457725,322.898104,1280,720
010fc651-19922861.jpg,car,209.539377,251.265419,250.314905,281.020534,1280,720
010fc651-19922861.jpg,car,254.723069,264.489915,296.600639,297.551155,1280,720
010fc651-19922861.jpg,car,274.559813,254.571542,303.212887,270.00012,1280,720
010fc651-19922861.jpg,truck,303.212887,218.204179,363.82516,267.796038,1280,720
010fc651-19922861.jpg,truck,404.380285,125.63271,563.074232,330.612393,1280,720
010fc651-19922861.jpg,car,1095.360185,246.857253,1128.421425,274.408286,1280,720
010fc651-19922861.jpg,car,1052.380574,258.979708,1090.952019,282.122577,1280,720
010fc651-19922861.jpg,car,985.156056,261.18379,1032.543832,288.734823,1280,720
010fc651-19922861.jpg,car,452.870101,223.714386,941.074402,573.061482,1280,720
01118704-2d838d7f.jpg,traffic sign,538.34718,184.040899,639.734981,222.612346,1280,720
01118704-2d838d7f.jpg,traffic sign,539.449222,221.510304,638.632938,253.4695,1280,720
01118704-2d838d7f.jpg,traffic sign,541.653304,249.061335,644.143146,293.142989,1280,720
01118704-2d838d7f.jpg,traffic sign,680.51051,294.24503,713.571749,350.449138,1280,720
01118704-2d838d7f.jpg,traffic light,190.363864,299.314422,200.282234,319.151164,1280,720
01118704-2d838d7f.jpg,traffic light,69.139321,324.661373,79.057693,340.08995,1280,720
01118704-2d838d7f.jpg,traffic sign,151.609397,358.793169,161.527769,367.6095,1280,720
01118704-2d838d7f.jpg,bus,455.772799,374.379187,505.364658,396.420014,1280,720
01118704-2d838d7f.jpg,car,52.425678,375.008922,114.139992,415.784451,1280,720
01118704-2d838d7f.jpg,car,121.854282,354.070136,303.691098,492.927342,1280,720
01118704-2d838d7f.jpg,car,299.282933,363.988508,353.282959,408.07016,1280,720
011d593a-89158b9d.jpg,traffic light,756.231506,23.962477,774.793994,81.337439,1280,720
011d593a-89158b9d.jpg,traffic light,962.106366,226.462338,995.856342,251.774823,1280,720
011d593a-89158b9d.jpg,traffic light,432.231729,233.212335,438.981724,248.399823,1280,720
011d593a-89158b9d.jpg,traffic light,579.044128,243.337328,589.169122,258.524817,1280,720
011d593a-89158b9d.jpg,traffic light,727.544026,23.962477,752.856511,77.962442,1280,720
011d593a-89158b9d.jpg,traffic light,778.168991,27.337476,793.356481,81.337439,1280,720
011d593a-89158b9d.jpg,traffic sign,388.356759,233.212335,417.044239,245.024825,1280,720
011d593a-89158b9d.jpg,traffic sign,336.044294,256.837318,351.231784,266.962312,1280,720
011d593a-89158b9d.jpg,traffic sign,869.293929,229.837337,884.481418,245.024825,1280,720
011d593a-89158b9d.jpg,traffic sign,955.356369,175.837374,978.981352,191.024864,1280,720
011d593a-89158b9d.jpg,traffic sign,930.043887,165.71238,948.606374,180.89987,1280,720
011d593a-89158b9d.jpg,traffic sign,818.668963,84.712437,918.231394,108.33742,1280,720
011d593a-89158b9d.jpg,traffic sign,725.856526,245.024827,746.106513,272.024808,1280,720
011d593a-89158b9d.jpg,traffic sign,693.79405,255.14982,702.231543,270.337308,1280,720
011d593a-89158b9d.jpg,person,334.356796,282.149802,347.856787,310.83728,1280,720
011d593a-89158b9d.jpg,person,654.981577,273.712307,668.481568,307.462283,1280,720
011d593a-89158b9d.jpg,car,336.044294,277.087303,373.169269,297.337291,1280,720
011d593a-89158b9d.jpg,car,275.294338,285.524798,314.106811,310.83728,1280,720
011d593a-89158b9d.jpg,car,386.669261,273.712307,406.919247,293.962293,1280,720
011d593a-89158b9d.jpg,car,405.231747,266.962312,422.106736,290.587295,1280,720
011d593a-89158b9d.jpg,car,491.294189,273.712307,504.79418,287.212297,1280,720
011d593a-89158b9d.jpg,car,523.356665,275.399807,536.856657,290.587295,1280,720
011d593a-89158b9d.jpg,car,536.856657,273.712307,563.856639,290.587295,1280,720
011d593a-89158b9d.jpg,car,575.66913,278.774803,589.169122,292.274795,1280,720
011d593a-89158b9d.jpg,car,641.481585,283.8373,690.419051,307.462283,1280,720
011d593a-89158b9d.jpg,car,680.294058,285.524798,708.98154,327.71227,1280,720
011d593a-89158b9d.jpg,car,690.419051,288.899797,739.356518,334.462265,1280,720
011d593a-89158b9d.jpg,car,720.794031,290.587295,795.043981,344.587258,1280,720
011d593a-89158b9d.jpg,car,222.981873,283.8373,282.044331,331.087267,1280,720
011d593a-89158b9d.jpg,truck,501.41918,270.337308,516.60667,292.274793,1280,720
011d593a-89158b9d.jpg,car,479.481697,275.399807,494.669185,292.274795,1280,720
011d593a-89158b9d.jpg,car,427.169232,278.774803,454.169214,299.02479,1280,720
011d593a-89158b9d.jpg,car,584.106625,277.087303,611.106607,297.337291,1280,720
011d593a-89158b9d.jpg,car,521.589101,289.194113,572.294132,329.399768,1280,720
011d593a-89158b9d.jpg,car,759.606505,302.399787,872.668926,368.21224,1280,720
011d593a-89158b9d.jpg,car,133.544433,287.212297,236.481863,341.21226,1280,720
011d593a-89158b9d.jpg,car,0,287.212297,118.356945,361.462246,1280,720
012a9c41-edad898c.jpg,car,180.712432,360.025825,268.037344,407.360824,1280,720
012a9c41-edad898c.jpg,car,0,351.203936,187.707754,434.448244,1280,720
012a9c41-edad898c.jpg,car,252.725371,339.506198,337.601921,414.5893,1280,720
012a9c41-edad898c.jpg,car,502.18626,358.276973,559.314706,403.979731,1280,720
012a9c41-edad898c.jpg,car,537.82352,338.690077,659.4255,450.498609,1280,720
012a9c41-edad898c.jpg,car,761.984681,347.939453,826.458213,401.803417,1280,720
012a9c41-edad898c.jpg,car,830.538817,356.10066,863.183643,400.171176,1280,720
012a9c41-edad898c.jpg,car,843.596747,353.652298,878.689936,405.0679,1280,720
012a9c41-edad898c.jpg,car,1244.99208,346.851284,1279.269148,379.496111,1280,720
012a9c41-edad898c.jpg,car,1102.170963,346.851284,1279.269148,437.440678,1280,720
012a9c41-edad898c.jpg,car,1.224181,368.886542,177.506245,524.76559,1280,720
012a9c41-edad898c.jpg,car,274.655208,318.170472,485.591804,465.421964,1280,720
012a9c41-edad898c.jpg,car,616.754055,353.613432,819.968101,509.49248,1280,720
012a9c41-edad898c.jpg,car,1134.815789,336.649776,1247.440442,361.133396,1280,720
012a9c41-edad898c.jpg,car,853.984204,331.775367,1134.729714,511.321915,1280,720
012e0351-723ac360.jpg,traffic sign,398.74558,132.568626,427.920916,167.886138,1280,720
012e0351-723ac360.jpg,traffic sign,510.840292,131.033082,536.944542,164.81505,1280,720
012e0351-723ac360.jpg,traffic sign,621.399461,129.497539,649.039253,163.279505,1280,720
012e0351-723ac360.jpg,traffic sign,744.242981,115.677642,768.811685,137.175258,1280,720
012e0351-723ac360.jpg,traffic sign,747.314069,160.752032,770.826617,195.198898,1280,720
012e0351-723ac360.jpg,traffic sign,696.641118,180.170488,716.60319,187.848208,1280,720
012e0351-723ac360.jpg,traffic sign,672.072415,226.236809,684.356766,247.734425,1280,720
012e0351-723ac360.jpg,traffic sign,685.892312,195.525927,696.641119,207.810279,1280,720
012e0351-723ac360.jpg,traffic sign,656.716976,236.985618,672.072416,249.269969,1280,720
012e0351-723ac360.jpg,traffic light,579.939773,203.203648,607.579567,217.023544,1280,720
012e0351-723ac360.jpg,traffic light,526.195733,207.81028,549.228893,217.023544,1280,720
012e0351-723ac360.jpg,traffic light,558.442157,244.663337,570.726508,256.947689,1280,720
012e0351-723ac360.jpg,person,788.773757,249.269969,811.806918,307.620641,1280,720
012e0351-723ac360.jpg,traffic sign,699.712205,240.056706,718.138734,258.483234,1280,720
012e0351-723ac360.jpg,traffic light,669.001327,193.990383,679.750134,223.165721,1280,720
012e0351-723ac360.jpg,car,549.228893,269.232042,576.868687,319.904994,1280,720
012e0351-723ac360.jpg,truck,438.669723,218.559089,558.442157,338.331521,1280,720
012e0351-723ac360.jpg,car,300.470764,255.412145,470.916149,387.468928,1280,720
012e0351-723ac360.jpg,truck,0,5.118472,343.465997,465.781673,1280,720
012e0351-723ac360.jpg,car,564.584333,243.127793,702.783293,370.577945,1280,720
013ae324-36be6bc2.jpg,traffic light,568.63254,290.43718,575.977632,301.454818,1280,720
013ae324-36be6bc2.jpg,traffic light,568.63254,303.903182,577.201814,313.696639,1280,720
013ae324-36be6bc2.jpg,traffic light,420.506518,299.006454,429.075792,310.024092,1280,720
013ae324-36be6bc2.jpg,traffic light,531.90708,314.920821,540.476354,324.714277,1280,720
013ae324-36be6bc2.jpg,traffic sign,690.928314,258.302402,705.6185,270.544222,1280,720
013ae324-36be6bc2.jpg,traffic sign,604.011392,298.700408,619.925758,320.735684,1280,720
013ae324-36be6bc2.jpg,traffic sign,616.253212,297.476226,626.046668,310.942228,1280,720
013ae324-36be6bc2.jpg,traffic sign,616.253212,282.786042,626.046668,296.252043,1280,720
013ae324-36be6bc2.jpg,traffic sign,602.78721,279.113496,617.477394,297.476226,1280,720
013ae324-36be6bc2.jpg,car,561.899539,319.756335,603.521727,361.378524,1280,720
013ae324-36be6bc2.jpg,car,552.106081,327.101427,569.24463,357.705978,1280,720
013ae324-36be6bc2.jpg,car,541.088445,335.670701,558.226993,346.688339,1280,720
013ae324-36be6bc2.jpg,car,536.191717,334.446518,544.760989,345.464157,1280,720
013ae324-36be6bc2.jpg,car,527.622443,334.446518,539.864263,354.03343,1280,720
013ae324-36be6bc2.jpg,car,504.362985,334.446518,517.828985,349.136703,1280,720
013ae324-36be6bc2.jpg,car,662.282463,324.653063,685.541921,349.136703,1280,720
013ae324-36be6bc2.jpg,car,316.573464,318.532153,339.832931,362.602704,1280,720
013ae324-36be6bc2.jpg,car,255.364364,312.411243,322.694373,366.275251,1280,720
013ae324-36be6bc2.jpg,car,124.866564,323.428881,168.937115,367.499433,1280,720
013ae324-36be6bc2.jpg,car,1035.249938,274.624841,1218.877238,378.680312,1280,720
013ae324-36be6bc2.jpg,car,1004.645388,291.76339,1078.096308,365.214311,1280,720
013ae324-36be6bc2.jpg,car,8.569274,319.103448,130.987474,386.433457,1280,720
013ae324-36be6bc2.jpg,car,331.753322,297.068172,443.153887,381.53673,1280,720
013ae324-36be6bc2.jpg,car,596.176635,321.551812,668.403374,372.967456,1280,720
013ae324-36be6bc2.jpg,car,507.301014,336.65005,537.905564,357.461144,1280,720
013ae324-36be6bc2.jpg,car,457.109552,334.201686,482.817374,350.116052,1280,720
013ae324-36be6bc2.jpg,car,482.817374,334.201686,504.85265,348.89187,1280,720
013ae324-36be6bc2.jpg,car,437.52264,334.201686,457.109552,348.89187,1280,720
013ae324-36be6bc2.jpg,car,667.513069,192.227877,1005.387301,472.565555,1280,720
013ae324-36be6bc2.jpg,car,139.556748,315.104458,266.871676,381.210288,1280,720
013ae324-36be6bc2.jpg,traffic sign,1023.008118,147.717962,1076.872126,164.85651,1280,720
013ae324-36be6bc2.jpg,traffic sign,1036.47412,167.304874,1067.07867,217.496336,1280,720
013ae324-36be6bc2.jpg,traffic sign,1147.874682,47.335038,1212.756329,96.302319,1280,720
014474aa-accf35e1.jpg,truck,165.606913,69.187452,315.79431,150.187397,1280,720
014474aa-accf35e1.jpg,car,401.85675,126.562414,455.856713,158.624892,1280,720
014474aa-accf35e1.jpg,car,535.169158,118.124919,585.794123,155.249893,1280,720
014474aa-accf35e1.jpg,car,550.356648,124.874914,614.481604,172.124882,1280,720
014474aa-accf35e1.jpg,car,622.919099,113.062422,681.981558,146.812399,1280,720
014474aa-accf35e1.jpg,car,638.106587,124.874914,712.356535,163.687388,1280,720
014474aa-accf35e1.jpg,car,697.169047,119.812418,737.66902,151.874898,1280,720
014474aa-accf35e1.jpg,car,751.16901,119.812418,808.54397,161.99989,1280,720
014474aa-accf35e1.jpg,car,820.356462,114.749921,891.231414,160.312389,1280,720
014474aa-accf35e1.jpg,person,874.356425,116.43742,882.79392,134.999906,1280,720
014474aa-accf35e1.jpg,car,1056.606299,118.124919,1103.856267,150.187397,1280,720
014474aa-accf35e1.jpg,car,962.106366,124.874914,989.106346,145.1249,1280,720
014474aa-accf35e1.jpg,car,897.981409,136.687406,972.231358,151.874895,1280,720
014474aa-accf35e1.jpg,car,1120.731256,118.124919,1200.0437,145.1249,1280,720
014474aa-accf35e1.jpg,car,1218.091594,102.201048,1277.473049,160.097965,1280,720
01688cf2-237fbd49.jpg,traffic sign,428.598544,443.522958,445.436343,460.360758,1280,720
01688cf2-237fbd49.jpg,traffic sign,1246.379873,367.752857,1261.686964,383.059949,1280,720
01688cf2-237fbd49.jpg,bus,822.373456,401.428458,1027.488472,473.371785,1280,720
01688cf2-237fbd49.jpg,bus,153.070909,432.425317,382.67727,519.675735,1280,720
01688cf2-237fbd49.jpg,car,257.465275,442.987223,430.435401,517.991968,1280,720
01688cf2-237fbd49.jpg,car,368.90089,465.335562,523.502507,517.379671,1280,720
01688cf2-237fbd49.jpg,car,552.58598,453.089889,690.349798,502.072579,1280,720
01688cf2-237fbd49.jpg,car,864.54452,436.558227,1078.843791,559.014952,1280,720
01688cf2-237fbd49.jpg,car,0,444.517921,338.497176,716.984138,1280,720
01688cf2-237fbd49.jpg,traffic sign,661.266325,298.488271,681.165543,316.856781,1280,720
01688cf2-237fbd49.jpg,traffic light,664.327743,318.38749,679.634834,365.839472,1280,720
01818f85-6397dd75.jpg,traffic sign,1094.878043,221.510304,1148.878067,240.245006,1280,720
01818f85-6397dd75.jpg,traffic sign,1055.204555,239.142965,1101.49029,264.489914,1280,720
01818f85-6397dd75.jpg,traffic sign,1079.449463,284.326658,1114.714786,332.816476,1280,720
01818f85-6397dd75.jpg,traffic sign,726.396751,363.894037,737.417165,378.220575,1280,720
01818f85-6397dd75.jpg,traffic sign,613.768132,363.89404,626.992627,368.302205,1280,720
01818f85-6397dd75.jpg,traffic sign,610.462008,368.302205,630.298751,377.118536,1280,720
01818f85-6397dd75.jpg,traffic light,141.874047,82.873503,180.445492,158.914354,1280,720
01818f85-6397dd75.jpg,traffic light,639.996718,83.975543,669.751835,165.526601,1280,720
01818f85-6397dd75.jpg,traffic light,528.690547,362.791996,535.302796,377.118534,1280,720
01818f85-6397dd75.jpg,traffic light,127.547511,80.669422,144.078129,155.608231,1280,720
01818f85-6397dd75.jpg,traffic light,603.629355,85.077585,638.894677,161.118435,1280,720
01818f85-6397dd75.jpg,person,666.666117,407.975693,674.380406,430.016518,1280,720
01818f85-6397dd75.jpg,person,582.690566,402.465487,590.404856,425.608353,1280,720
01818f85-6397dd75.jpg,person,646.608962,410.179774,655.425292,428.914476,1280,720
01818f85-6397dd75.jpg,person,707.882458,412.383856,720.004914,437.730808,1280,720
01818f85-6397dd75.jpg,person,717.360016,411.281815,730.584511,441.036931,1280,720
01818f85-6397dd75.jpg,car,51.506659,395.853238,115.425055,418.996105,1280,720
01818f85-6397dd75.jpg,car,282.935334,401.363444,314.894532,416.792024,1280,720
01818f85-6397dd75.jpg,car,354.568019,403.567528,374.404762,415.689983,1280,720
01818f85-6397dd75.jpg,car,950.111146,411.281815,1038.27445,469.690005,1280,720
01818f85-6397dd75.jpg,car,1087.86631,414.000186,1199.172484,474.098171,1280,720
01818f85-6397dd75.jpg,truck,752.184524,345.159338,927.409092,459.771634,1280,720
01818f85-6397dd75.jpg,traffic light,1110.4903,178.163346,1146.857663,217.836833,1280,720
0204aad7-05dbee41.jpg,person,270.935507,366.222149,287.773307,406.020586,1280,720
0204aad7-05dbee41.jpg,person,260.220544,369.283567,280.119762,421.327677,1280,720
0204aad7-05dbee41.jpg,person,244.913454,367.752857,263.281963,419.796967,1280,720
0204aad7-05dbee41.jpg,person,119.395309,352.445767,139.294527,409.082003,1280,720
0204aad7-05dbee41.jpg,person,88.781128,352.445767,128.579564,409.082003,1280,720
0204aad7-05dbee41.jpg,person,42.859854,338.669385,84.189,412.143421,1280,720
0204aad7-05dbee41.jpg,person,16.8378,360.099312,38.267727,396.83633,1280,720
0204aad7-05dbee41.jpg,person,3.061418,358.568603,18.36851,381.529238,1280,720
0204aad7-05dbee41.jpg,person,805.152978,367.752857,818.92936,410.612713,1280,720
0204aad7-05dbee41.jpg,person,1157.598746,346.322932,1186.68222,432.04264,1280,720
0204aad7-05dbee41.jpg,person,1123.923146,337.138676,1156.068037,432.042639,1280,720
0204aad7-05dbee41.jpg,person,1162.190873,340.200093,1201.989311,444.288311,1280,720
0204aad7-05dbee41.jpg,person,1195.866472,346.322932,1220.35782,444.288314,1280,720
0204aad7-05dbee41.jpg,person,1203.520019,343.261513,1246.379873,451.941859,1280,720
0204aad7-05dbee41.jpg,person,1234.134199,334.077258,1273.932637,455.003276,1280,720
0204aad7-05dbee41.jpg,traffic light,885.132529,283.563859,894.316783,304.993786,1280,720
0204aad7-05dbee41.jpg,traffic light,877.478984,285.094567,888.193948,306.524494,1280,720
0204aad7-05dbee41.jpg,traffic light,996.874292,190.190604,1012.181383,223.866203,1280,720
0204aad7-05dbee41.jpg,traffic light,984.628619,190.190604,999.935711,226.927621,1280,720
0204aad7-05dbee41.jpg,traffic light,966.26011,193.252021,983.09791,226.927621,1280,720
0204aad7-05dbee41.jpg,traffic sign,1061.164074,171.822096,1099.431801,208.559113,1280,720
0204aad7-05dbee41.jpg,traffic sign,1050.44911,321.831585,1067.286911,335.607967,1280,720
0204aad7-05dbee41.jpg,traffic light,266.726057,249.888258,280.502439,275.910312,1280,720
0204aad7-05dbee41.jpg,traffic light,256.011095,249.888258,265.195349,275.910312,1280,720
0204aad7-05dbee41.jpg,traffic light,248.357549,248.357549,257.541804,274.379604,1280,720
0204aad7-05dbee41.jpg,car,433.190671,363.798533,489.826907,425.026898,1280,720
